"berkas_citra","nama"
"../test/456__M_Left_middle_finger.BMP","Jane Dorsey"
"../test/456__M_Right_ring_finger.BMP","Jane Dorsey"
"../test/456__M_Right_middle_finger.BMP","Jane Dorsey"
"../test/456__M_Right_index_finger.BMP","Jane Dorsey"
"../test/456__M_Right_little_finger.BMP","Jane Dorsey"
"../test/456__M_Left_thumb_finger.BMP","Jane Dorsey"
"../test/457__M_Right_ring_finger.BMP","Mary Odegard"
"../test/457__M_Left_index_finger.BMP","Mary Odegard"
"../test/457__M_Right_index_finger.BMP","Mary Odegard"
"../test/457__M_Left_middle_finger.BMP","Mary Odegard"
"../test/457__M_Left_little_finger.BMP","Mary Odegard"
"../test/457__M_Left_thumb_finger.BMP","Mary Odegard"
"../test/457__M_Right_thumb_finger.BMP","Mary Odegard"
"../test/457__M_Right_middle_finger.BMP","Mary Odegard"
"../test/457__M_Right_little_finger.BMP","Mary Odegard"
"../test/457__M_Left_ring_finger.BMP","Mary Odegard"
"../test/458__M_Left_thumb_finger.BMP","Alyssa Crosby"
"../test/458__M_Right_middle_finger.BMP","Alyssa Crosby"
"../test/458__M_Right_little_finger.BMP","Alyssa Crosby"
"../test/458__M_Right_index_finger.BMP","Alyssa Crosby"
"../test/458__M_Left_index_finger.BMP","Alyssa Crosby"
"../test/458__M_Left_little_finger.BMP","Alyssa Crosby"
"../test/458__M_Right_ring_finger.BMP","Alyssa Crosby"
"../test/458__M_Left_middle_finger.BMP","Alyssa Crosby"
"../test/458__M_Right_thumb_finger.BMP","Alyssa Crosby"
"../test/458__M_Left_ring_finger.BMP","Alyssa Crosby"
"../test/459__M_Right_middle_finger.BMP","Rolland Ferrusi"
"../test/459__M_Right_thumb_finger.BMP","Rolland Ferrusi"
"../test/459__M_Right_little_finger.BMP","Rolland Ferrusi"
"../test/459__M_Left_middle_finger.BMP","Rolland Ferrusi"
"../test/459__M_Left_ring_finger.BMP","Rolland Ferrusi"
"../test/459__M_Left_little_finger.BMP","Rolland Ferrusi"
"../test/459__M_Left_thumb_finger.BMP","Rolland Ferrusi"
"../test/459__M_Right_index_finger.BMP","Rolland Ferrusi"
"../test/459__M_Right_ring_finger.BMP","Rolland Ferrusi"
"../test/459__M_Left_index_finger.BMP","Rolland Ferrusi"
"../test/460__M_Right_middle_finger.BMP","Robert Hull"
"../test/460__M_Left_little_finger.BMP","Robert Hull"
"../test/460__M_Left_ring_finger.BMP","Robert Hull"
"../test/460__M_Right_ring_finger.BMP","Robert Hull"
"../test/460__M_Right_little_finger.BMP","Robert Hull"
"../test/460__M_Left_middle_finger.BMP","Robert Hull"
"../test/460__M_Left_index_finger.BMP","Robert Hull"
"../test/460__M_Right_thumb_finger.BMP","Robert Hull"
"../test/460__M_Left_thumb_finger.BMP","Robert Hull"
"../test/460__M_Right_index_finger.BMP","Robert Hull"
"../test/461__F_Right_middle_finger.BMP","Susana Anderson"
"../test/461__F_Right_index_finger.BMP","Susana Anderson"
"../test/461__F_Right_little_finger.BMP","Susana Anderson"
"../test/461__F_Left_thumb_finger.BMP","Susana Anderson"
"../test/461__F_Left_little_finger.BMP","Susana Anderson"
"../test/461__F_Left_middle_finger.BMP","Susana Anderson"
"../test/461__F_Right_thumb_finger.BMP","Susana Anderson"
"../test/461__F_Right_ring_finger.BMP","Susana Anderson"
"../test/461__F_Left_ring_finger.BMP","Susana Anderson"
"../test/461__F_Left_index_finger.BMP","Susana Anderson"
"../test/462__M_Right_thumb_finger.BMP","Janet Cain"
"../test/462__M_Left_little_finger.BMP","Janet Cain"
"../test/462__M_Left_middle_finger.BMP","Janet Cain"
"../test/462__M_Left_thumb_finger.BMP","Janet Cain"
"../test/462__M_Right_index_finger.BMP","Janet Cain"
"../test/462__M_Right_middle_finger.BMP","Janet Cain"
"../test/462__M_Right_ring_finger.BMP","Janet Cain"
"../test/462__M_Right_little_finger.BMP","Janet Cain"
"../test/462__M_Left_ring_finger.BMP","Janet Cain"
"../test/462__M_Left_index_finger.BMP","Janet Cain"
"../test/463__F_Right_ring_finger.BMP","Pete Freeman"
"../test/463__F_Right_index_finger.BMP","Pete Freeman"
"../test/463__F_Left_index_finger.BMP","Pete Freeman"
"../test/463__F_Left_ring_finger.BMP","Pete Freeman"
"../test/463__F_Right_middle_finger.BMP","Pete Freeman"
"../test/463__F_Right_thumb_finger.BMP","Pete Freeman"
"../test/463__F_Right_little_finger.BMP","Pete Freeman"
"../test/463__F_Left_thumb_finger.BMP","Pete Freeman"
"../test/463__F_Left_little_finger.BMP","Pete Freeman"
"../test/463__F_Left_middle_finger.BMP","Pete Freeman"
"../test/464__M_Right_ring_finger.BMP","Stephanie Brown"
"../test/464__M_Left_index_finger.BMP","Stephanie Brown"
"../test/464__M_Left_ring_finger.BMP","Stephanie Brown"
"../test/464__M_Right_index_finger.BMP","Stephanie Brown"
"../test/464__M_Right_little_finger.BMP","Stephanie Brown"
"../test/464__M_Left_little_finger.BMP","Stephanie Brown"
"../test/464__M_Right_middle_finger.BMP","Stephanie Brown"
"../test/464__M_Left_middle_finger.BMP","Stephanie Brown"
"../test/464__M_Left_thumb_finger.BMP","Stephanie Brown"
"../test/464__M_Right_thumb_finger.BMP","Stephanie Brown"
"../test/465__F_Left_little_finger.BMP","Erin Brainard"
"../test/465__F_Left_middle_finger.BMP","Erin Brainard"
"../test/465__F_Right_thumb_finger.BMP","Erin Brainard"
"../test/465__F_Left_thumb_finger.BMP","Erin Brainard"
"../test/465__F_Right_little_finger.BMP","Erin Brainard"
"../test/465__F_Left_ring_finger.BMP","Erin Brainard"
"../test/465__F_Right_middle_finger.BMP","Erin Brainard"
"../test/465__F_Right_index_finger.BMP","Erin Brainard"
"../test/465__F_Right_ring_finger.BMP","Erin Brainard"
"../test/465__F_Left_index_finger.BMP","Erin Brainard"
"../test/466__F_Left_index_finger.BMP","Lissette Bryant"
"../test/466__F_Right_little_finger.BMP","Lissette Bryant"
"../test/466__F_Right_ring_finger.BMP","Lissette Bryant"
"../test/466__F_Right_index_finger.BMP","Lissette Bryant"
"../test/466__F_Right_middle_finger.BMP","Lissette Bryant"
"../test/466__F_Left_middle_finger.BMP","Lissette Bryant"
"../test/466__F_Left_little_finger.BMP","Lissette Bryant"
"../test/466__F_Left_ring_finger.BMP","Lissette Bryant"
"../test/466__F_Left_thumb_finger.BMP","Lissette Bryant"
"../test/466__F_Right_thumb_finger.BMP","Lissette Bryant"
"../test/467__M_Left_thumb_finger.BMP","Stella Richard"
"../test/467__M_Left_middle_finger.BMP","Stella Richard"
"../test/467__M_Right_little_finger.BMP","Stella Richard"
"../test/467__M_Left_little_finger.BMP","Stella Richard"
"../test/467__M_Right_middle_finger.BMP","Stella Richard"
"../test/467__M_Left_ring_finger.BMP","Stella Richard"
"../test/467__M_Right_thumb_finger.BMP","Stella Richard"
"../test/467__M_Left_index_finger.BMP","Stella Richard"
"../test/467__M_Right_ring_finger.BMP","Stella Richard"
"../test/467__M_Right_index_finger.BMP","Stella Richard"
"../test/468__F_Left_thumb_finger.BMP","Sarah Durie"
"../test/468__F_Left_ring_finger.BMP","Sarah Durie"
"../test/468__F_Right_thumb_finger.BMP","Sarah Durie"
"../test/468__F_Left_middle_finger.BMP","Sarah Durie"
"../test/468__F_Left_little_finger.BMP","Sarah Durie"
"../test/468__F_Left_index_finger.BMP","Sarah Durie"
"../test/468__F_Right_index_finger.BMP","Sarah Durie"
"../test/468__F_Right_little_finger.BMP","Sarah Durie"
"../test/468__F_Right_ring_finger.BMP","Sarah Durie"
"../test/468__F_Right_middle_finger.BMP","Sarah Durie"
"../test/469__M_Right_index_finger.BMP","Peter Robinson"
"../test/469__M_Left_index_finger.BMP","Peter Robinson"
"../test/469__M_Right_ring_finger.BMP","Peter Robinson"
"../test/469__M_Right_thumb_finger.BMP","Peter Robinson"
"../test/469__M_Left_thumb_finger.BMP","Peter Robinson"
"../test/469__M_Right_little_finger.BMP","Peter Robinson"
"../test/469__M_Left_middle_finger.BMP","Peter Robinson"
"../test/469__M_Right_middle_finger.BMP","Peter Robinson"
"../test/469__M_Left_ring_finger.BMP","Peter Robinson"
"../test/469__M_Left_little_finger.BMP","Peter Robinson"
"../test/470__F_Left_middle_finger.BMP","Ryan Garcia"
"../test/470__F_Left_little_finger.BMP","Ryan Garcia"
"../test/470__F_Left_ring_finger.BMP","Ryan Garcia"
"../test/470__F_Right_ring_finger.BMP","Ryan Garcia"
"../test/470__F_Right_thumb_finger.BMP","Ryan Garcia"
"../test/470__F_Right_little_finger.BMP","Ryan Garcia"
"../test/470__F_Left_index_finger.BMP","Ryan Garcia"
"../test/470__F_Right_middle_finger.BMP","Ryan Garcia"
"../test/470__F_Right_index_finger.BMP","Ryan Garcia"
"../test/470__F_Left_thumb_finger.BMP","Ryan Garcia"
"../test/471__M_Right_little_finger.BMP","Bernice Simmerman"
"../test/471__M_Left_thumb_finger.BMP","Bernice Simmerman"
"../test/471__M_Right_middle_finger.BMP","Bernice Simmerman"
"../test/471__M_Right_index_finger.BMP","Bernice Simmerman"
"../test/471__M_Left_middle_finger.BMP","Bernice Simmerman"
"../test/471__M_Right_ring_finger.BMP","Bernice Simmerman"
"../test/471__M_Left_little_finger.BMP","Bernice Simmerman"
"../test/471__M_Left_index_finger.BMP","Bernice Simmerman"
"../test/471__M_Left_ring_finger.BMP","Bernice Simmerman"
"../test/471__M_Right_thumb_finger.BMP","Bernice Simmerman"
"../test/472__M_Left_index_finger.BMP","Minerva Muniz"
"../test/472__M_Left_little_finger.BMP","Minerva Muniz"
"../test/472__M_Right_ring_finger.BMP","Minerva Muniz"
"../test/472__M_Left_middle_finger.BMP","Minerva Muniz"
"../test/472__M_Right_thumb_finger.BMP","Minerva Muniz"
"../test/472__M_Right_little_finger.BMP","Minerva Muniz"
"../test/472__M_Right_middle_finger.BMP","Minerva Muniz"
"../test/472__M_Left_thumb_finger.BMP","Minerva Muniz"
"../test/472__M_Left_ring_finger.BMP","Minerva Muniz"
"../test/472__M_Right_index_finger.BMP","Minerva Muniz"
"../test/473__M_Right_index_finger.BMP","Chad Aten"
"../test/473__M_Left_ring_finger.BMP","Chad Aten"
"../test/473__M_Right_ring_finger.BMP","Chad Aten"
"../test/473__M_Left_index_finger.BMP","Chad Aten"
"../test/473__M_Right_thumb_finger.BMP","Chad Aten"
"../test/473__M_Left_middle_finger.BMP","Chad Aten"
"../test/473__M_Left_little_finger.BMP","Chad Aten"
"../test/473__M_Right_little_finger.BMP","Chad Aten"
"../test/473__M_Left_thumb_finger.BMP","Chad Aten"
"../test/473__M_Right_middle_finger.BMP","Chad Aten"
"../test/474__M_Right_index_finger.BMP","Rita Tackett"
"../test/474__M_Left_thumb_finger.BMP","Rita Tackett"
"../test/474__M_Left_ring_finger.BMP","Rita Tackett"
"../test/474__M_Right_thumb_finger.BMP","Rita Tackett"
"../test/474__M_Right_middle_finger.BMP","Rita Tackett"
"../test/474__M_Left_index_finger.BMP","Rita Tackett"
"../test/474__M_Right_little_finger.BMP","Rita Tackett"
"../test/474__M_Right_ring_finger.BMP","Rita Tackett"
"../test/474__M_Left_little_finger.BMP","Rita Tackett"
"../test/474__M_Left_middle_finger.BMP","Rita Tackett"
"../test/475__M_Left_middle_finger.BMP","Carolyn Anderson"
"../test/475__M_Left_little_finger.BMP","Carolyn Anderson"
"../test/475__M_Left_thumb_finger.BMP","Carolyn Anderson"
"../test/475__M_Right_thumb_finger.BMP","Carolyn Anderson"
"../test/475__M_Right_ring_finger.BMP","Carolyn Anderson"
"../test/475__M_Right_middle_finger.BMP","Carolyn Anderson"
"../test/475__M_Left_index_finger.BMP","Carolyn Anderson"
"../test/475__M_Right_little_finger.BMP","Carolyn Anderson"
"../test/475__M_Right_index_finger.BMP","Carolyn Anderson"
"../test/475__M_Left_ring_finger.BMP","Carolyn Anderson"
"../test/476__M_Right_middle_finger.BMP","Lena Gardner"
"../test/476__M_Left_index_finger.BMP","Lena Gardner"
"../test/476__M_Right_little_finger.BMP","Lena Gardner"
"../test/476__M_Right_ring_finger.BMP","Lena Gardner"
"../test/476__M_Right_index_finger.BMP","Lena Gardner"
"../test/476__M_Left_thumb_finger.BMP","Lena Gardner"
"../test/476__M_Left_ring_finger.BMP","Lena Gardner"
"../test/476__M_Left_little_finger.BMP","Lena Gardner"
"../test/476__M_Left_middle_finger.BMP","Lena Gardner"
"../test/476__M_Right_thumb_finger.BMP","Lena Gardner"
"../test/477__M_Right_thumb_finger.BMP","Tammie Rossin"
"../test/477__M_Left_ring_finger.BMP","Tammie Rossin"
"../test/477__M_Left_middle_finger.BMP","Tammie Rossin"
"../test/477__M_Right_ring_finger.BMP","Tammie Rossin"
"../test/477__M_Left_little_finger.BMP","Tammie Rossin"
"../test/477__M_Right_middle_finger.BMP","Tammie Rossin"
"../test/477__M_Left_index_finger.BMP","Tammie Rossin"
"../test/477__M_Right_little_finger.BMP","Tammie Rossin"
"../test/477__M_Right_index_finger.BMP","Tammie Rossin"
"../test/477__M_Left_thumb_finger.BMP","Tammie Rossin"
"../test/478__M_Left_ring_finger.BMP","Walter Tucker"
"../test/478__M_Right_thumb_finger.BMP","Walter Tucker"
"../test/478__M_Left_thumb_finger.BMP","Walter Tucker"
"../test/478__M_Left_little_finger.BMP","Walter Tucker"
"../test/478__M_Left_middle_finger.BMP","Walter Tucker"
"../test/478__M_Right_index_finger.BMP","Walter Tucker"
"../test/478__M_Right_middle_finger.BMP","Walter Tucker"
"../test/478__M_Left_index_finger.BMP","Walter Tucker"
"../test/478__M_Right_little_finger.BMP","Walter Tucker"
"../test/478__M_Right_ring_finger.BMP","Walter Tucker"
"../test/479__F_Left_index_finger.BMP","George Laditka"
"../test/479__F_Right_index_finger.BMP","George Laditka"
"../test/479__F_Right_ring_finger.BMP","George Laditka"
"../test/479__F_Right_middle_finger.BMP","George Laditka"
"../test/479__F_Right_little_finger.BMP","George Laditka"
"../test/479__F_Left_thumb_finger.BMP","George Laditka"
"../test/479__F_Right_thumb_finger.BMP","George Laditka"
"../test/479__F_Left_ring_finger.BMP","George Laditka"
"../test/479__F_Left_little_finger.BMP","George Laditka"
"../test/479__F_Left_middle_finger.BMP","George Laditka"
"../test/480__M_Right_index_finger.BMP","Desmond Speights"
"../test/480__M_Right_middle_finger.BMP","Desmond Speights"
"../test/480__M_Left_thumb_finger.BMP","Desmond Speights"
"../test/480__M_Right_little_finger.BMP","Desmond Speights"
"../test/480__M_Right_thumb_finger.BMP","Desmond Speights"
"../test/480__M_Left_little_finger.BMP","Desmond Speights"
"../test/480__M_Left_middle_finger.BMP","Desmond Speights"
"../test/480__M_Left_ring_finger.BMP","Desmond Speights"
"../test/480__M_Right_ring_finger.BMP","Desmond Speights"
"../test/480__M_Left_index_finger.BMP","Desmond Speights"
"../test/481__F_Right_ring_finger.BMP","Betty Lee"
"../test/481__F_Right_thumb_finger.BMP","Betty Lee"
"../test/481__F_Left_ring_finger.BMP","Betty Lee"
"../test/481__F_Right_middle_finger.BMP","Betty Lee"
"../test/481__F_Left_index_finger.BMP","Betty Lee"
"../test/481__F_Right_little_finger.BMP","Betty Lee"
"../test/481__F_Left_little_finger.BMP","Betty Lee"
"../test/481__F_Left_middle_finger.BMP","Betty Lee"
"../test/481__F_Right_index_finger.BMP","Betty Lee"
"../test/481__F_Left_thumb_finger.BMP","Betty Lee"
"../test/482__M_Right_ring_finger.BMP","Corinne Hart"
"../test/482__M_Left_ring_finger.BMP","Corinne Hart"
"../test/482__M_Left_index_finger.BMP","Corinne Hart"
"../test/482__M_Right_index_finger.BMP","Corinne Hart"
"../test/482__M_Left_little_finger.BMP","Corinne Hart"
"../test/482__M_Left_middle_finger.BMP","Corinne Hart"
"../test/482__M_Right_middle_finger.BMP","Corinne Hart"
"../test/482__M_Left_thumb_finger.BMP","Corinne Hart"
"../test/482__M_Right_little_finger.BMP","Corinne Hart"
"../test/482__M_Right_thumb_finger.BMP","Corinne Hart"
"../test/483__M_Right_thumb_finger.BMP","Timothy Fitanides"
"../test/483__M_Left_index_finger.BMP","Timothy Fitanides"
"../test/483__M_Left_middle_finger.BMP","Timothy Fitanides"
"../test/483__M_Right_ring_finger.BMP","Timothy Fitanides"
"../test/483__M_Left_little_finger.BMP","Timothy Fitanides"
"../test/483__M_Right_index_finger.BMP","Timothy Fitanides"
"../test/483__M_Left_ring_finger.BMP","Timothy Fitanides"
"../test/483__M_Left_thumb_finger.BMP","Timothy Fitanides"
"../test/483__M_Right_middle_finger.BMP","Timothy Fitanides"
"../test/483__M_Right_little_finger.BMP","Timothy Fitanides"
"../test/484__M_Right_thumb_finger.BMP","Raymond Nittler"
"../test/484__M_Left_little_finger.BMP","Raymond Nittler"
"../test/484__M_Left_middle_finger.BMP","Raymond Nittler"
"../test/484__M_Left_thumb_finger.BMP","Raymond Nittler"
"../test/484__M_Right_index_finger.BMP","Raymond Nittler"
"../test/484__M_Right_ring_finger.BMP","Raymond Nittler"
"../test/484__M_Right_little_finger.BMP","Raymond Nittler"
"../test/484__M_Right_middle_finger.BMP","Raymond Nittler"
"../test/484__M_Left_index_finger.BMP","Raymond Nittler"
"../test/484__M_Left_ring_finger.BMP","Raymond Nittler"
"../test/485__M_Left_thumb_finger.BMP","Richard Miller"
"../test/485__M_Left_ring_finger.BMP","Richard Miller"
"../test/485__M_Right_index_finger.BMP","Richard Miller"
"../test/485__M_Right_little_finger.BMP","Richard Miller"
"../test/485__M_Left_index_finger.BMP","Richard Miller"
"../test/485__M_Right_middle_finger.BMP","Richard Miller"
"../test/485__M_Left_middle_finger.BMP","Richard Miller"
"../test/485__M_Right_ring_finger.BMP","Richard Miller"
"../test/485__M_Left_little_finger.BMP","Richard Miller"
"../test/485__M_Right_thumb_finger.BMP","Richard Miller"
"../test/486__M_Left_little_finger.BMP","Laurie Love"
"../test/486__M_Right_ring_finger.BMP","Laurie Love"
"../test/486__M_Left_middle_finger.BMP","Laurie Love"
"../test/486__M_Left_index_finger.BMP","Laurie Love"
"../test/486__M_Right_little_finger.BMP","Laurie Love"
"../test/486__M_Left_ring_finger.BMP","Laurie Love"
"../test/486__M_Right_middle_finger.BMP","Laurie Love"
"../test/486__M_Right_thumb_finger.BMP","Laurie Love"
"../test/486__M_Left_thumb_finger.BMP","Laurie Love"
"../test/486__M_Right_index_finger.BMP","Laurie Love"
"../test/487__M_Right_index_finger.BMP","Holly Windsor"
"../test/487__M_Right_little_finger.BMP","Holly Windsor"
"../test/487__M_Left_index_finger.BMP","Holly Windsor"
"../test/487__M_Right_middle_finger.BMP","Holly Windsor"
"../test/487__M_Right_ring_finger.BMP","Holly Windsor"
"../test/487__M_Left_ring_finger.BMP","Holly Windsor"
"../test/487__M_Right_thumb_finger.BMP","Holly Windsor"
"../test/487__M_Left_thumb_finger.BMP","Holly Windsor"
"../test/487__M_Left_middle_finger.BMP","Holly Windsor"
"../test/487__M_Left_little_finger.BMP","Holly Windsor"
"../test/488__M_Right_index_finger.BMP","Randall Welsh"
"../test/488__M_Left_thumb_finger.BMP","Randall Welsh"
"../test/488__M_Left_ring_finger.BMP","Randall Welsh"
"../test/488__M_Right_thumb_finger.BMP","Randall Welsh"
"../test/488__M_Left_little_finger.BMP","Randall Welsh"
"../test/488__M_Right_ring_finger.BMP","Randall Welsh"
"../test/488__M_Left_middle_finger.BMP","Randall Welsh"
"../test/488__M_Left_index_finger.BMP","Randall Welsh"
"../test/488__M_Right_little_finger.BMP","Randall Welsh"
"../test/488__M_Right_middle_finger.BMP","Randall Welsh"
"../test/489__M_Left_thumb_finger.BMP","Alfonso Gibson"
"../test/489__M_Left_middle_finger.BMP","Alfonso Gibson"
"../test/489__M_Left_little_finger.BMP","Alfonso Gibson"
"../test/489__M_Left_ring_finger.BMP","Alfonso Gibson"
"../test/489__M_Right_thumb_finger.BMP","Alfonso Gibson"
"../test/489__M_Left_index_finger.BMP","Alfonso Gibson"
"../test/489__M_Right_little_finger.BMP","Alfonso Gibson"
"../test/489__M_Right_middle_finger.BMP","Alfonso Gibson"
"../test/489__M_Right_ring_finger.BMP","Alfonso Gibson"
"../test/489__M_Right_index_finger.BMP","Alfonso Gibson"
"../test/490__M_Left_index_finger.BMP","Ada Miller"
"../test/490__M_Right_ring_finger.BMP","Ada Miller"
"../test/490__M_Right_little_finger.BMP","Ada Miller"
"../test/490__M_Right_middle_finger.BMP","Ada Miller"
"../test/490__M_Right_index_finger.BMP","Ada Miller"
"../test/490__M_Left_thumb_finger.BMP","Ada Miller"
"../test/490__M_Left_little_finger.BMP","Ada Miller"
"../test/490__M_Left_middle_finger.BMP","Ada Miller"
"../test/490__M_Left_ring_finger.BMP","Ada Miller"
"../test/490__M_Right_thumb_finger.BMP","Ada Miller"
"../test/491__M_Right_thumb_finger.BMP","James Brinkmann"
"../test/491__M_Left_ring_finger.BMP","James Brinkmann"
"../test/491__M_Right_ring_finger.BMP","James Brinkmann"
"../test/491__M_Right_little_finger.BMP","James Brinkmann"
"../test/491__M_Left_middle_finger.BMP","James Brinkmann"
"../test/491__M_Right_middle_finger.BMP","James Brinkmann"
"../test/491__M_Left_little_finger.BMP","James Brinkmann"
"../test/491__M_Left_index_finger.BMP","James Brinkmann"
"../test/491__M_Right_index_finger.BMP","James Brinkmann"
"../test/491__M_Left_thumb_finger.BMP","James Brinkmann"
"../test/492__F_Left_ring_finger.BMP","Bertram Villarreal"
"../test/492__F_Right_index_finger.BMP","Bertram Villarreal"
"../test/492__F_Right_ring_finger.BMP","Bertram Villarreal"
"../test/492__F_Left_index_finger.BMP","Bertram Villarreal"
"../test/492__F_Left_middle_finger.BMP","Bertram Villarreal"
"../test/492__F_Left_little_finger.BMP","Bertram Villarreal"
"../test/492__F_Right_thumb_finger.BMP","Bertram Villarreal"
"../test/492__F_Right_little_finger.BMP","Bertram Villarreal"
"../test/492__F_Right_middle_finger.BMP","Bertram Villarreal"
"../test/492__F_Left_thumb_finger.BMP","Bertram Villarreal"
"../test/493__M_Left_middle_finger.BMP","Maria Emerson"
"../test/493__M_Left_little_finger.BMP","Maria Emerson"
"../test/493__M_Left_thumb_finger.BMP","Maria Emerson"
"../test/493__M_Right_thumb_finger.BMP","Maria Emerson"
"../test/493__M_Right_little_finger.BMP","Maria Emerson"
"../test/493__M_Right_middle_finger.BMP","Maria Emerson"
"../test/493__M_Right_ring_finger.BMP","Maria Emerson"
"../test/493__M_Left_index_finger.BMP","Maria Emerson"
"../test/493__M_Right_index_finger.BMP","Maria Emerson"
"../test/493__M_Left_ring_finger.BMP","Maria Emerson"
"../test/494__F_Right_thumb_finger.BMP","Melanie Bigelow"
"../test/494__F_Left_thumb_finger.BMP","Melanie Bigelow"
"../test/494__F_Left_middle_finger.BMP","Melanie Bigelow"
"../test/494__F_Left_little_finger.BMP","Melanie Bigelow"
"../test/494__F_Right_index_finger.BMP","Melanie Bigelow"
"../test/494__F_Right_ring_finger.BMP","Melanie Bigelow"
"../test/494__F_Right_middle_finger.BMP","Melanie Bigelow"
"../test/494__F_Right_little_finger.BMP","Melanie Bigelow"
"../test/494__F_Left_index_finger.BMP","Melanie Bigelow"
"../test/494__F_Left_ring_finger.BMP","Melanie Bigelow"
"../test/495__M_Right_index_finger.BMP","Jason Causey"
"../test/495__M_Left_ring_finger.BMP","Jason Causey"
"../test/495__M_Right_ring_finger.BMP","Jason Causey"
"../test/495__M_Left_index_finger.BMP","Jason Causey"
"../test/495__M_Right_thumb_finger.BMP","Jason Causey"
"../test/495__M_Left_middle_finger.BMP","Jason Causey"
"../test/495__M_Right_middle_finger.BMP","Jason Causey"
"../test/495__M_Left_little_finger.BMP","Jason Causey"
"../test/495__M_Right_little_finger.BMP","Jason Causey"
"../test/495__M_Left_thumb_finger.BMP","Jason Causey"
"../test/496__M_Right_thumb_finger.BMP","Timothy Llewellyn"
"../test/496__M_Left_thumb_finger.BMP","Timothy Llewellyn"
"../test/496__M_Left_ring_finger.BMP","Timothy Llewellyn"
"../test/496__M_Left_little_finger.BMP","Timothy Llewellyn"
"../test/496__M_Right_middle_finger.BMP","Timothy Llewellyn"
"../test/496__M_Left_middle_finger.BMP","Timothy Llewellyn"
"../test/496__M_Right_little_finger.BMP","Timothy Llewellyn"
"../test/496__M_Right_index_finger.BMP","Timothy Llewellyn"
"../test/496__M_Left_index_finger.BMP","Timothy Llewellyn"
"../test/496__M_Right_ring_finger.BMP","Timothy Llewellyn"
"../test/497__M_Right_middle_finger.BMP","Wendell Salazar"
"../test/497__M_Right_little_finger.BMP","Wendell Salazar"
"../test/497__M_Left_thumb_finger.BMP","Wendell Salazar"
"../test/497__M_Right_index_finger.BMP","Wendell Salazar"
"../test/497__M_Left_middle_finger.BMP","Wendell Salazar"
"../test/497__M_Left_little_finger.BMP","Wendell Salazar"
"../test/497__M_Right_ring_finger.BMP","Wendell Salazar"
"../test/497__M_Left_index_finger.BMP","Wendell Salazar"
"../test/497__M_Right_thumb_finger.BMP","Wendell Salazar"
"../test/497__M_Left_ring_finger.BMP","Wendell Salazar"
"../test/498__M_Left_index_finger.BMP","Robert Garcia"
"../test/498__M_Right_ring_finger.BMP","Robert Garcia"
"../test/498__M_Right_index_finger.BMP","Robert Garcia"
"../test/498__M_Left_thumb_finger.BMP","Robert Garcia"
"../test/498__M_Right_middle_finger.BMP","Robert Garcia"
"../test/498__M_Left_little_finger.BMP","Robert Garcia"
"../test/498__M_Right_little_finger.BMP","Robert Garcia"
"../test/498__M_Left_middle_finger.BMP","Robert Garcia"
"../test/498__M_Left_ring_finger.BMP","Robert Garcia"
"../test/498__M_Right_thumb_finger.BMP","Robert Garcia"
"../test/499__M_Right_thumb_finger.BMP","Kathryn Delaney"
"../test/499__M_Left_middle_finger.BMP","Kathryn Delaney"
"../test/499__M_Left_ring_finger.BMP","Kathryn Delaney"
"../test/499__M_Left_little_finger.BMP","Kathryn Delaney"
"../test/499__M_Right_ring_finger.BMP","Kathryn Delaney"
"../test/499__M_Left_index_finger.BMP","Kathryn Delaney"
"../test/499__M_Right_index_finger.BMP","Kathryn Delaney"
"../test/499__M_Right_middle_finger.BMP","Kathryn Delaney"
"../test/499__M_Right_little_finger.BMP","Kathryn Delaney"
"../test/499__M_Left_thumb_finger.BMP","Kathryn Delaney"
"../test/500__M_Left_little_finger.BMP","Curtis Jackson"
"../test/500__M_Right_middle_finger.BMP","Curtis Jackson"
"../test/500__M_Left_middle_finger.BMP","Curtis Jackson"
"../test/500__M_Right_little_finger.BMP","Curtis Jackson"
"../test/500__M_Left_thumb_finger.BMP","Curtis Jackson"
"../test/500__M_Left_ring_finger.BMP","Curtis Jackson"
"../test/500__M_Right_thumb_finger.BMP","Curtis Jackson"
"../test/500__M_Left_index_finger.BMP","Curtis Jackson"
"../test/500__M_Right_ring_finger.BMP","Curtis Jackson"
"../test/500__M_Right_index_finger.BMP","Curtis Jackson"
"../test/501__M_Right_index_finger.BMP","Todd Mckelvey"
"../test/501__M_Right_middle_finger.BMP","Todd Mckelvey"
"../test/501__M_Left_thumb_finger.BMP","Todd Mckelvey"
"../test/501__M_Right_little_finger.BMP","Todd Mckelvey"
"../test/501__M_Left_ring_finger.BMP","Todd Mckelvey"
"../test/501__M_Right_thumb_finger.BMP","Todd Mckelvey"
"../test/501__M_Right_ring_finger.BMP","Todd Mckelvey"
"../test/501__M_Left_middle_finger.BMP","Todd Mckelvey"
"../test/501__M_Left_index_finger.BMP","Todd Mckelvey"
"../test/501__M_Left_little_finger.BMP","Todd Mckelvey"
"../test/502__F_Left_middle_finger.BMP","Noel Christian"
"../test/502__F_Left_little_finger.BMP","Noel Christian"
"../test/502__F_Right_thumb_finger.BMP","Noel Christian"
"../test/502__F_Left_thumb_finger.BMP","Noel Christian"
"../test/502__F_Left_ring_finger.BMP","Noel Christian"
"../test/502__F_Right_ring_finger.BMP","Noel Christian"
